rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
942,opcionempleo::56126,opcionempleo,Remote Dynamics 365 Tech Lead: Supply Chain (Buenos Aires),ADN Recursos Humanos,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar939bfdff56126d6cfe212a0957092a82,0.012133659861440653,es
943,workana::desarrollador-para-aplicacion-movil-escalable-con-backend-y-whatsapp,workana,Desarrollador para Aplicación Móvil Escalable con Backend y Whatsapp,Freelancer G. R. L.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollador-para-aplicacion-movil-escalable-con-backend-y-whatsapp,0.012102735359343647,es
944,linkedin::4389820226,linkedin,Full Stack Engineer ID55425,AgileEngine,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4389820226,0.011993721889115015,en
945,linkedin::4382134258,linkedin,Power BI Developer,CGS Federal (Contact Government Services),BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4382134258,0.01199076382128585,en
946,opcionempleo::jobadar3a94a6bd7b1666aefebc72d3586b72cc,opcionempleo,Latam Manufacturing Excellence Manager,Lakeland Fire + Safety,Continuous Improvement,Santiago del Estero,,https://www.opcionempleo.com.ar/jobad/ar3a94a6bd7b1666aefebc72d3586b72cc,0.01191871736813225,en
947,linkedin::4363901149,linkedin,Data Scientist,MedReview Inc.,Data Scientist,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4363901149,0.011908444363732378,en
948,linkedin::4394708085,linkedin,Full Stack AI Software Engineer ID53175,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4394708085,0.011902258199037077,en
949,opcionempleo::17767,opcionempleo,Sênior Aem Edge Delivery Services Front-End Developer,Valtech,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc54ca17767b807b1808cc8a1071cce98,0.011836426454448469,en
950,linkedin::4385054218,linkedin,Controller,CyberCoders,Control de Gestión,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4385054218,0.01168215750692542,en
951,linkedin::4377086364,linkedin,VP Corporate Controller,Deltek,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4377086364,0.011640237085357025,en
952,linkedin::4378107140,linkedin,Project Engineer,Watson-Marlow - North America,Ingeniero Industrial,"Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4378107140,0.011535059383362464,en
953,linkedin::4383333218,linkedin,Junior Project Specialist | Localization | Content Creation |,eStoreLabs,Excel / VBA,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4383333218,0.011483743838968614,en
954,linkedin::4377041118,linkedin,Agentic Software Engineer (GitHub Copilot) - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4377041118,0.011395513747975879,en
955,linkedin::4377035329,linkedin,Agentic Software Engineer (Claude Code) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4377035329,0.01135952789661828,en
956,linkedin::4393299266,linkedin,Controller,Mission US,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4393299266,0.011334419297605917,en
957,opcionempleo::094164281,opcionempleo,Business Analyst (Argentina),GRATIA,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/arc163efa25e714e094164281acfbec900,0.011330719802152962,en
958,linkedin::4395490987,linkedin,Human Resource Assistant - 100% Remote,The Planet Group,Excel / VBA,"Manhattan, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4395490987,0.011322495616616855,en
959,opcionempleo::jobadar18fc602b9acd2a324ecfe712d39ffd46,opcionempleo,Consumer Product Manager - Affluent,Visa,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar18fc602b9acd2a324ecfe712d39ffd46,0.011264272505303497,en
960,linkedin::4388713216,linkedin,Data Scientist,Adelaide,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4388713216,0.011243731531113698,en
961,opcionempleo::jobadar2525ad6283a9b9ab11f1962ca6636f3d,opcionempleo,Ingeniero Industrial - Estudiante Avanzado (Villa Urquiza),HERCLE,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ar2525ad6283a9b9ab11f1962ca6636f3d,0.011223115691750685,es
962,workana::disenador-y-programador-web-experto-en-wordpress-y-crm-para-sitios-de-alta-conversion,workana,Diseñador y Programador Web Experto en Wordpress y Crm para Sitios de Alta Conversión,Freelancer A. M.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/disenador-y-programador-web-experto-en-wordpress-y-crm-para-sitios-de-alta-conversion,0.011180330015184908,es
963,linkedin::4400383302,linkedin,BI Analyst,Rovia Clinical Research,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4400383302,0.011142741327570786,en
964,linkedin::4383170657,linkedin,"VP, Controller",MGT,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4383170657,0.011046310339786928,en
965,linkedin::4395424511,linkedin,Full Stack Engineer (Senior) ID55910,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4395424511,0.01103660199623787,en
966,linkedin::4356048880,linkedin,Data Scientist 5 - Availability,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4356048880,0.010977156815190375,en
967,linkedin::4388205374,linkedin,Retail Logistics Manager,Skylight,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4388205374,0.010969402020093687,en
968,linkedin::4390173336,linkedin,"Manager, Analytics and Optimization - Client Care",CHANEL,Continuous Improvement,"Municipio de Piscataway, Nueva Jersey, Estados Unidos",,https://www.linkedin.com/jobs/view/4390173336,0.01096596320726858,en
969,bumeran::1118187968,bumeran,Asistente Junior de Finanzas y Administración,MARIA EUGENIA SILVESTRI,Finanzas / CAPEX,CABA,Híbrido,https://www.bumeran.com.ar/empleos/asistente-junior-de-finanzas-y-administracion-maria-eugenia-silvestri-1118187968.html,0.010959139777901614,es
970,linkedin::4397889603,linkedin,Controller,Teck Resources Limited,Control de Gestión,"Anchorage, Alaska, Estados Unidos",,https://www.linkedin.com/jobs/view/4397889603,0.010827148177605992,en
971,linkedin::4366210595,linkedin,Machine Learning Engineer / Data Scientist,Fusemachines,Data Scientist,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4366210595,0.010812987650134344,en
972,opcionempleo::77173,opcionempleo,Intelligence Manager Latin America - NRR 4434 (Buenos Aires),Accenture,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard5fa3aafb14f77173f558caaf648fb48,0.010755413802964114,en
973,linkedin::4379457460,linkedin,Controller - Remote (Multi-Client Experience Required),The RMG Group,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4379457460,0.010740701719893143,en
974,linkedin::4391913580,linkedin,Industrial Engineer - AI Trainer,DataAnnotation,Ingeniero Industrial,"Montana, Estados Unidos",,https://www.linkedin.com/jobs/view/4391913580,0.01073941798308569,en
975,linkedin::4400269048,linkedin,Chief Executive Officer,Bellevue Talent Partners,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4400269048,0.010726613164329211,en
976,linkedin::4398136132,linkedin,Junior Data Analyst,SolarWinds,Python Developer,"Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4398136132,0.01071292850973867,en
977,linkedin::4399470523,linkedin,Senior AI/ML Engineer (On-Premise + Tabular Data) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399470523,0.010712790519982213,en
978,opcionempleo::094643,opcionempleo,New Business Intake Analyst,Baker McKenzie,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar72b199a6fcadf67e094643bed2042b50,0.010691289500410244,en
979,opcionempleo::25725,opcionempleo,"Senior Api Engineer (.Net, Graphql) - Azure - English Required",DaCodes,Continuous Improvement,"San Isidro, Catamarca",,https://www.opcionempleo.com.ar/jobad/ar25725d13e7248ea9775e82a2ddd0aee2,0.010604979101447741,en
980,opcionempleo::jobadar8590e76ae4e50c2aca4546c3fb8d53d5,opcionempleo,New Business Intake Analyst (Buenos Aires),Baker & McKenzie Rechtsanwaltsgesellschaft mbH,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8590e76ae4e50c2aca4546c3fb8d53d5,0.010570100361091486,en
981,linkedin::4400637510,linkedin,Senior EDI Integration Engineer - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4400637510,0.01055672410149207,en
982,opcionempleo::496575728,opcionempleo,New Business Intake Analyst (Buenos Aires),B&M Global Services Manila,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2ed496575728ecb9e1a36b5c48171350,0.01055157531690918,en
983,opcionempleo::063892,opcionempleo,Growth Business Consulting,Havas Argentina,BI / Analytics,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar14dff063892ac1db3ae114c07b2efec1,0.01053595939540197,en
984,linkedin::4394779364,linkedin,"Director, Strategy and Operations",Jobgether,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4394779364,0.010446246306571452,en
985,linkedin::4361297788,linkedin,Senior DevOps Engineer - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4361297788,0.010280879455204952,en
986,linkedin::4393226304,linkedin,Senior AI Engineer - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4393226304,0.010248660080909161,en
987,linkedin::4397618634,linkedin,Data Scientist,HSO,Python Developer,"Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4397618634,0.010221472590807888,en
988,linkedin::4397140859,linkedin,Junior Staff Accountant,Six Red Marbles,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4397140859,0.010167785043457743,en
989,linkedin::4390755640,linkedin,Software Engineer ID55640,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4390755640,0.010141288286118075,en
990,linkedin::4393209732,linkedin,BI Engineer (Oracle Fusion Reporting) - Remote - Latin America,FullStack,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4393209732,0.010094624643197405,en
991,opcionempleo::42606,opcionempleo,Paid Search Manager: Lead High-Impact Campaigns,Brainlabs,Continuous Improvement,"Godoy Cruz, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar75b4f98babd848fab9db398a08f42606,0.0099842682277592,en
992,linkedin::4398206995,linkedin,CX Project Manager (Genesys Cloud experience),Miratech,Excel / VBA,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4398206995,0.009960108254164346,en
993,linkedin::4391234785,linkedin,Python Scientific Software Engineer Remote,Mercor,Python Developer,"San Francisco, California, Estados Unidos",,https://www.linkedin.com/jobs/view/4391234785,0.009943527632442408,en
994,linkedin::4399108032,linkedin,Data Analys (Entry / Junior),BK Giulini Food Specialties,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4399108032,0.009890010600708002,en
995,linkedin::4387609920,linkedin,Senior QA Automation Engineer (Playwright) - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4387609920,0.00983103911868215,en
996,linkedin::4360613675,linkedin,Corporate Controller,Figure,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4360613675,0.009802381107456057,en
997,linkedin::4400609636,linkedin,"Director, Logistics Operations",Mondelēz International,Supply Chain,"Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4400609636,0.009774882878252941,en
998,linkedin::4395146682,linkedin,Industrial Engineer,CareerUS Solutions,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4395146682,0.009765364194041299,en
999,linkedin::4371458196,linkedin,Senior Business Development Manager (Airfreight),DHL,Supply Chain,"Portland y alrededores, Oregón",,https://www.linkedin.com/jobs/view/4371458196,0.009717464865967316,en
1000,linkedin::4400962618,linkedin,Python Developer,Alignerr,Python Developer,"Seattle, Washington, Estados Unidos",,https://www.linkedin.com/jobs/view/4400962618,0.009686505078364816,en
1001,linkedin::4393580956,linkedin,Director of Operations Strategy and Continuous Improvement,Symbotic,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4393580956,0.009579244908276678,en
1002,linkedin::4394490170,linkedin,Data Engineer (FinOps) ID56348,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4394490170,0.009576066244909982,en
1003,linkedin::4390386484,linkedin,"Data Scientist, Innovation Lab - Remote",Experian,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4390386484,0.009538154016705979,en
1004,linkedin::4400590599,linkedin,Supply Chain Analyst (Remote),"Schepmont Group, LLC",Excel / VBA,"Austin, Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4400590599,0.009530622659936639,en
1005,linkedin::4383322483,linkedin,Data Reporting Analyst (HealthTech),AssistRx,BI / Analytics,"Orlando, Florida, Estados Unidos",,https://www.linkedin.com/jobs/view/4383322483,0.00946817311795505,en
1006,linkedin::4399471349,linkedin,Full Stack Engineer (Healthcare Data & AI) MS051SG,Coderio | Software Company,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399471349,0.009404235080436687,en
1007,linkedin::4387099171,linkedin,Controller,Section,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4387099171,0.00936299099386358,en
1008,opcionempleo::3578035,opcionempleo,CIB Business Support Management - Sr Associate,JPMorgan Chase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4a496aae1bfb1b8f161c3578035fdecd,0.009351720674150311,en
1009,linkedin::4385266647,linkedin,Data Engineer (Senior) ID53687,AgileEngine,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4385266647,0.009309112869694198,en
1010,linkedin::4398581554,linkedin,Manufacturing Engineer (Electrical),"Crown Holdings, Inc.",Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4398581554,0.009296274460737004,en
1011,linkedin::4389586776,linkedin,"Senior Analyst, Data & Insights",Navi,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4389586776,0.009293944246632465,en
1012,linkedin::4361490749,linkedin,Warehouse Solutions Design Engineer,CEVA Logistics,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4361490749,0.009251027359598384,en
1013,opcionempleo::jobadar8969b3dcc6c0b7bc21e83d63de3262d9,opcionempleo,Associate Business Intelligence Developer (Buenos Aires),Assurant,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8969b3dcc6c0b7bc21e83d63de3262d9,0.009250714201594882,en
1014,linkedin::4386589531,linkedin,Controller (Fractional),Panoptyc,Control de Gestión,"California, Estados Unidos",,https://www.linkedin.com/jobs/view/4386589531,0.00921574612928764,en
1015,linkedin::4396052757,linkedin,"Sr Director, Integrated Supply Chain Operations",Honeywell,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4396052757,0.009176537118503669,en
1016,linkedin::4390287290,linkedin,BI Analyst,Eliassen Group,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4390287290,0.009166876723090672,en
1017,linkedin::4398092352,linkedin,Financial Analyst,BGB Group,Excel / VBA,Nueva York y alrededores,,https://www.linkedin.com/jobs/view/4398092352,0.009166744188718746,en
1018,opcionempleo::230729,opcionempleo,Sec Manager,dLocal,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb230729a5f763bba626d0f2ee49d014e,0.00913332650756471,en
1019,linkedin::4381117186,linkedin,Senior iOS Developer,Miratech,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4381117186,0.009053660378431581,en
1020,linkedin::4385279008,linkedin,Technical Support Engineer ID53664,AgileEngine,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4385279008,0.009023493350792753,en
1021,linkedin::4383763103,linkedin,"Process Improvement, Project Manager",KPI Solutions,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4383763103,0.00901216800630837,en
1022,linkedin::4390499354,linkedin,Director of Operations,Skills Alliance,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4390499354,0.009007031639764098,en
1023,linkedin::4388309792,linkedin,ML Quality Assurance Engineer,Derq,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4388309792,0.008956268268184114,en
1024,linkedin::4299622703,linkedin,Manufacturing Solutions Engineer,Xometry,Ingeniero Industrial,"Sacramento, California, Estados Unidos",,https://www.linkedin.com/jobs/view/4299622703,0.008904067454075407,en
1025,linkedin::4391888752,linkedin,Water Treatment Process Engineer,Apex Companies,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4391888752,0.00890012841701232,en
1026,linkedin::4389809541,linkedin,Full Stack Engineer ID55426,AgileEngine,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4389809541,0.008886127257757951,en
1027,opcionempleo::69137,opcionempleo,Sales Account Executive,Making Sense,Continuous Improvement,Mendoza,,https://www.opcionempleo.com.ar/jobad/arf69137d28e3d1c44682a234c6b685a44,0.008867288483535286,en
1028,linkedin::4394781539,linkedin,"Director, Global People Operations",Jobgether,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4394781539,0.008849784999858334,en
1029,linkedin::4377642832,linkedin,BI Report Developer,Kobie,BI / Analytics,"Detroit, Michigan, Estados Unidos",,https://www.linkedin.com/jobs/view/4377642832,0.008772019447677385,en
1030,linkedin::4400238719,linkedin,Transportation Coordinator,FuseGlobal,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4400238719,0.008736381225206312,en
1031,linkedin::4390614438,linkedin,Data Analyst (Tableau) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4390614438,0.008725634113763845,en
1032,linkedin::4372911235,linkedin,Machine Learning Engineer (Databricks + MLOps) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4372911235,0.008695928517607934,en
1033,linkedin::4370192809,linkedin,Lead Data Engineer,Launch Potato,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4370192809,0.008674091921758236,en
1034,linkedin::4370188995,linkedin,Senior Data Engineer,Launch Potato,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4370188995,0.008674091921758236,en
1035,linkedin::4388981860,linkedin,Software Engineer (C#/.NET) ID53668,AgileEngine,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4388981860,0.008641514700248806,en
1036,linkedin::4371033369,linkedin,AI Machine Learning Engineer - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4371033369,0.008626019156537981,en
1037,workana::desarrollo-de-maquetacion-web-para-proyectos-de-programacion-inicial,workana,Desarrollo de Maquetación Web para Proyectos de Programación Inicial,Freelancer J. Y.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-maquetacion-web-para-proyectos-de-programacion-inicial,0.00861770977870588,es
1038,linkedin::4393588650,linkedin,Senior Data Engineer - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4393588650,0.008617130350855822,en
1039,linkedin::4378392264,linkedin,Controller (Remote),ZestyAI,Control de Gestión,"Chicago, Illinois, Estados Unidos",,https://www.linkedin.com/jobs/view/4378392264,0.008552076710429037,en
1040,linkedin::4385751007,linkedin,"Senior Director, Continuous Improvement and Strategic Planning",Independence Pet Group,Continuous Improvement,"Illinois, Estados Unidos",,https://www.linkedin.com/jobs/view/4385751007,0.008547707342926238,en
1041,opcionempleo::jobadar0f6d32f45c7dedd07bc0fa5245db695e,opcionempleo,CIB Business Support Management - Sr Associate (Buenos Aires),JPMorgan Chase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0f6d32f45c7dedd07bc0fa5245db695e,0.008513069284038171,en
1042,linkedin::4395448827,linkedin,FP&A Analyst,Forbes Advisor,BI / Analytics,"Wilmington, Delaware, Estados Unidos",,https://www.linkedin.com/jobs/view/4395448827,0.008421395333865473,en
1043,linkedin::4398532327,linkedin,Lead Data Scientist - GenAI,Tiger Analytics,Data Scientist,"Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4398532327,0.008410944226996384,en
1044,linkedin::4398560068,linkedin,Procurement Specialist,LifeMD,Supply Chain,"Lancaster, Pennsylvania, Estados Unidos",,https://www.linkedin.com/jobs/view/4398560068,0.00841014650629815,en
1045,linkedin::4400564087,linkedin,Junior Supply Chain Analyst,Helic & Co.,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4400564087,0.008372185778744462,en
1046,linkedin::4342493404,linkedin,Engineer - Industrial,Wesco,Ingeniero Industrial,"Cranbury, Nueva Jersey, Estados Unidos",,https://www.linkedin.com/jobs/view/4342493404,0.008369817573960325,en
1047,linkedin::4400546561,linkedin,Supply Chain Administrator,Ampacity,Supply Chain,"Kosciusko, Mississippi, Estados Unidos",,https://www.linkedin.com/jobs/view/4400546561,0.008264502748369738,en
1048,linkedin::4395992514,linkedin,HR People Operations Specialist,Jobgether,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4395992514,0.008226620083197978,en
1049,opcionempleo::425623,opcionempleo,Business Intelligence Analyst,Assurant,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar079ff78fbe9b32b5f9c425623a442391,0.008210556619890147,en
1050,linkedin::4399414353,linkedin,Mobile & Full Stack Engineer DF041LG,Coderio | Software Company,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399414353,0.00819587694036628,en
1051,linkedin::4394974313,linkedin,Mobile & Full Stack Engineer Sr. DF041LG,Coderio | Software Company,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4394974313,0.00819587694036628,en
1052,linkedin::4400336726,linkedin,Technical Support Engineer ID54393,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4400336726,0.008158165189705175,en
1053,linkedin::4388384124,linkedin,"Vice President, Operations",CyberSheath,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4388384124,0.008151274418945142,en
1054,linkedin::4391947522,linkedin,Associate Data Analyst,Greenlight,BI / Analytics,Atlanta y alrededores,,https://www.linkedin.com/jobs/view/4391947522,0.008086790104672184,en
1055,opcionempleo::278569,opcionempleo,Python Sr Developer Remoto Amba,Werben HR,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc278569cc58d8b2daede0b3ef72fa207,0.008083998374836358,en
1056,linkedin::4397565906,linkedin,Senior Data Scientist,Outdoorsy,Data Scientist,"Austin, Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4397565906,0.00806961991198292,en
1057,linkedin::4399894997,linkedin,Energy Efficiency Project Engineer,Resource Innovations,Ingeniero Industrial,"Evansville, Indiana, Estados Unidos",,https://www.linkedin.com/jobs/view/4399894997,0.008055917584380077,en
1058,opcionempleo::jobadar7fe01bc35f896dcb83bbf9ec16cabfcd,opcionempleo,Freelance Product Manager (Buenos Aires),WPP Production,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7fe01bc35f896dcb83bbf9ec16cabfcd,0.008049170342391498,en
1059,linkedin::4397569145,linkedin,Controller,Atlas Search,Control de Gestión,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4397569145,0.007808865634012108,en
1060,linkedin::4381053083,linkedin,Strategy Analyst,Libra Solutions,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4381053083,0.007801064799098493,en
1061,linkedin::4371038757,linkedin,Head of Business Analytics,Libsyn,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4371038757,0.007792260223118402,en
1062,linkedin::4388136394,linkedin,Controller,W3Global,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4388136394,0.007780075758938409,en
1063,linkedin::4398419286,linkedin,Business Process Analyst,Randstad Enterprise,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4398419286,0.007748359015451536,en
1064,linkedin::4398714431,linkedin,Salesforce Junior Engineer | Rosario | Remote,OpsArmy Careers,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4398714431,0.007695117057350263,en
1065,linkedin::4348571084,linkedin,Analytics Engineer 5 - Media Science Data Science & Engineering,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4348571084,0.007694448688465118,en
1066,linkedin::4400987641,linkedin,Business Analys (Entry-Level / Associate),BK Giulini Food Specialties,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4400987641,0.007665932455386092,en
1067,linkedin::4392434867,linkedin,UI/UX Designer (Senior) ID55058,AgileEngine,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4392434867,0.0075899498196236575,en
1068,linkedin::4393516303,linkedin,Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,Python Developer,"Colorado, Estados Unidos",,https://www.linkedin.com/jobs/view/4393516303,0.0075571297542416545,en
1069,linkedin::4393521078,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Python Developer,"Michigan, Estados Unidos",,https://www.linkedin.com/jobs/view/4393521078,0.0075571297542416545,en
1070,linkedin::4393516315,linkedin,Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,Data Scientist,"Missouri, Estados Unidos",,https://www.linkedin.com/jobs/view/4393516315,0.0075571297542416545,en
1071,linkedin::4387490833,linkedin,Data Scientist,HireTalent - Staffing & Recruiting Firm,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4387490833,0.007554754169749314,en
1072,linkedin::4397742468,linkedin,AI/ML Engineering,Daice Labs,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4397742468,0.00754185827750737,en
1073,linkedin::4398550090,linkedin,Senior Data Scientist - Demand Planning & Forecasting,Tiger Analytics,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4398550090,0.0075281677749234124,en
1074,opcionempleo::jobadar7bcf30d4b8c6d91d4ad052d58bb436c5,opcionempleo,Program Improvement Lead - Ey Global Delivery Services (Buenos Aires),EY,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7bcf30d4b8c6d91d4ad052d58bb436c5,0.00748960504505457,en
1075,linkedin::4388475684,linkedin,Controller,Omatic,Control de Gestión,"Mount Pleasant, Carolina del Sur, Estados Unidos",,https://www.linkedin.com/jobs/view/4388475684,0.007424971953926067,en
1076,workana::desarrollo-de-aplicacion-web-para-transcripcion-y-minutado-automatico-de-reuniones-con-ia,workana,Desarrollo de Aplicación Web para Transcripción y Minutado Automático de Reuniones con Ia,Freelancer Sergio V.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-aplicacion-web-para-transcripcion-y-minutado-automatico-de-reuniones-con-ia,0.0073160744525484975,es
1077,linkedin::4400951296,linkedin,Freelance Supply Chain Consultant - AI Trainer,Mindrift,Supply Chain,"Florida, Estados Unidos",,https://www.linkedin.com/jobs/view/4400951296,0.007303209682539046,en
