rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
1176,getonboard::ux-product-lead-niuro-remote,getonboard,UX Product Lead,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/ux-product-lead-niuro-remote,0.009785021149517605,en
1177,linkedin::4458051051,linkedin,Senior Fullstack Engineer (Next.js/AI Agents),Kake,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4458051051,0.009763117251534455,en
1178,opcionempleo::53296283,opcionempleo,"Remote Social Media Analyst – Junior, Data-Driven (Argentina)",Evox,Data Analyst,Argentina,,https://www.opcionempleo.com.ar/jobad/ar38ab8a3a4e9904c53296283e96dc9a49,0.009745752251311055,es
1179,getonboard::digital-marketing-specialist-organic-web-niuro-remote,getonboard,Digital Marketing Specialist (Organic & Web),,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/digital-marketing-specialist-organic-web-niuro-remote,0.009698422847413544,en
1180,linkedin::4441671732,linkedin,Lead Data Engineer,Blend,Data Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4441671732,0.00962985254743126,en
1181,linkedin::4447513638,linkedin,1104 | Senior Data (Databricks) Engineer,Intetics,Ingeniero de Datos,Argentina,,https://www.linkedin.com/jobs/view/4447513638,0.009574138486264611,en
1182,linkedin::4433131479,linkedin,AI Engineering Lead (LATAM),The Plumtree Group Global,Machine Learning Engineer,Argentina,,https://www.linkedin.com/jobs/view/4433131479,0.009572358132199914,en
1183,opcionempleo::67864,opcionempleo,Senior Data Scientist — Mmm & Time‐Series (Remote),AgileEngine,Data Scientist,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar67864d4128cdc078731c48a636ebaf5c,0.009538292957422725,en
1184,linkedin::4464939992,linkedin,Senior Python Engineer – Generative AI,Avenga,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464939992,0.009534408301488434,en
1185,linkedin::4463303769,linkedin,Full Stack Software Engineer (Product Engineering Team),Félix,Desarrollador Full Stack,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463303769,0.009520927703944013,en
1186,linkedin::4459105143,linkedin,Analytics Analyst,Homera Health,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4459105143,0.009445648645648445,en
1187,opcionempleo::57382,opcionempleo,Senior Artificial Intelligence/Machine Learning Engineer (Argentina),Ciklum,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8e57382ac8098cef0f689c4ae9d3dca8,0.009412920093724592,en
1188,jobrapido::3698465640030404608,jobrapido,Principal Nlp Scientist (Chubut),Sourceability,NLP Engineer,Chubut,,https://ar.jobrapido.com/jobpreview/3698465640030404608?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52643527%252Fprincipal-nlp-scientist-chubut&w=Python&p=4,0.009406024119683042,en
1189,jobrapido::3998711273092022272,jobrapido,Principal NLP Scientist (Trelew),Sourceability,NLP Engineer,Trelew,,https://ar.jobrapido.com/jobpreview/3998711273092022272?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53381018%252Fprincipal-nlp-scientist-trelew&w=Python&p=4,0.00940422762656966,en
1190,opcionempleo::941006,opcionempleo,"Staff Software Engineer, Credit Tech Lead & Architect",Ualá,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar04d17bfcbca0ec27d6bd941006db7e92,0.00940307902322688,es
1191,opcionempleo::962074,opcionempleo,"Remote Social Media Analyst – Junior, Data-Driven (Rosario)",Evox,Data Analyst,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar9a10f962074da92fe8bb96391eed1027,0.009400470775908578,es
1192,linkedin::4457399775,linkedin,Software Engineer (Data and AI),Sela,Machine Learning Engineer,Argentina,,https://www.linkedin.com/jobs/view/4457399775,0.009349683422737712,en
1193,linkedin::4463614720,linkedin,Sr. Marketing Data Analytics,Jampp,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4463614720,0.009347684423437183,en
1194,jobrapido::5728093530002292736,jobrapido,Principal NLP Scientist (Comodoro Rivadavia),Sourceability,NLP Engineer,Comodoro Rivadavia,,https://ar.jobrapido.com/jobpreview/5728093530002292736?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53381026%252Fprincipal-nlp-scientist-comodoro-rivadavia&w=Python&p=4,0.009346448557621267,en
1195,jobrapido::3347237439495208960,jobrapido,Principal NLP Scientist (Puerto Madryn),Sourceability,NLP Engineer,Puerto Madryn,,https://ar.jobrapido.com/jobpreview/3347237439495208960?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53381034%252Fprincipal-nlp-scientist-puerto-madryn&w=Python&p=4,0.009333972677293164,en
1196,linkedin::4442569778,linkedin,Forward Deployed Engineer - Software Engineer - LATAM,ElevenLabs,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4442569778,0.009299337144175194,en
1197,getonboard::data-engineer-gcp-dillo-tech-remote,getonboard,"Senior Data Engineer (Bigquery, Dbt, Python, Data Modeling)",,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/data-engineer-gcp-dillo-tech-remote,0.009275176282071003,en
1198,linkedin::4453010398,linkedin,Software Engineer,Ryz Labs,Python Developer,Argentina,,https://www.linkedin.com/jobs/view/4453010398,0.009266004919240286,en
1199,opcionempleo::5169353895,opcionempleo,Senior Machine Learning Engineer,Gofundme,Machine Learning Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar18f5169353895c9b5d73c831d5030212,0.009103203174486216,en
1200,linkedin::4277713744,linkedin,Senior PHP Backend Engineer,Fever,Desarrollador Backend,Argentina,,https://www.linkedin.com/jobs/view/4277713744,0.009094082503526606,en
1201,linkedin::4459854173,linkedin,Backend Software Engineer (Java),Revolut,Desarrollador Backend,Argentina,,https://www.linkedin.com/jobs/view/4459854173,0.009086532140365044,en
1202,linkedin::4459345909,linkedin,"Software Engineer, AI Developer Productivity (MTS)",Salesforce,Software Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4459345909,0.009075546262822207,en
1203,linkedin::4446382682,linkedin,Senior Machine Learning Engineer,GoFundMe,Data Scientist,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4446382682,0.009066115146868057,en
1204,linkedin::4442907842,linkedin,Principal AI Research Scientist: Designing Multi-Scale Intelligence for the Energy Transition,Open Earth Foundation,Data Scientist,Argentina,,https://www.linkedin.com/jobs/view/4442907842,0.009055580726938154,en
1205,opcionempleo::92168590,opcionempleo,"Desarrollador Web React Js Ui Dinámica, Apis Y Mysql Neuquén",Taraborelli,Desarrollador Backend,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar4d5d0bce34d3cc811b92168590fc3b0d,0.009047268296880556,es
1206,getonboard::platform-engineering-lead-niuro-remote,getonboard,Platform Engineering Lead,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/platform-engineering-lead-niuro-remote,0.009035531456437807,en
1207,linkedin::4453661283,linkedin,"Senior Full Stack Software Engineer, Threat Intelligence Services",Proofpoint,Desarrollador Full Stack,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4453661283,0.009016142852813078,en
1208,opcionempleo::jobadar9b617c1f0a726aaa3926c5e209c1881b,opcionempleo,Senior Data Scientist – Mmm Id71005,AgileEngine,Data Scientist,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar9b617c1f0a726aaa3926c5e209c1881b,0.008997407820976794,en
1209,opcionempleo::369167,opcionempleo,Remote Data Scientist — GenAI (Buenos Aires),Scale Up,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar369167e75f3abbabf5ac6e2cd5da9e62,0.008968343353695202,en
1210,getonboard::principal-data-scientist-niuro-remote-83e7,getonboard,Principal Data Scientist,,Data Scientist,Remoto,Remoto,https://www.getonbrd.com/jobs/principal-data-scientist-niuro-remote-83e7,0.008927311984852178,en
1211,linkedin::4284448329,linkedin,Senior Software Engineer - Java Backend,JPMorganChase,Software Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4284448329,0.008888134488725401,en
1212,linkedin::4462442369,linkedin,Full Stack Engineer (Vue + Nest),Oowlish,Desarrollador Full Stack,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4462442369,0.008875119968408951,en
1213,opcionempleo::72929,opcionempleo,Senior Data Scientist (Argentina),SecurityScorecard,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/ard5e72929a3ba762207d7075b2a7b6a17,0.008828042440937923,en
1214,linkedin::4454433654,linkedin,Software Engineer - Rust - Consumer,Kraken,Software Engineer,Argentina,,https://www.linkedin.com/jobs/view/4454433654,0.008824145958932604,en
1215,linkedin::4457389322,linkedin,Data Engineer/Software Engineer,CRAFTLabs,Data Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4457389322,0.008760772493484283,en
1216,opcionempleo::jobadar3221dc5a2eb52bc010c35fef58e95f81,opcionempleo,Senior Php Full-Stack Developer - Rest Apis & React,Werben HR,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3221dc5a2eb52bc010c35fef58e95f81,0.008708087146595064,es
1217,opcionempleo::27231,opcionempleo,Senior Machine Learning Engineer (Argentina),Jampp,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar9c27231b96e36b44523768a49e0fde34,0.008693240028875403,en
1218,linkedin::4450710034,linkedin,"Principal AI-Native Engineer, Ionic Partners",Sparkrock,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450710034,0.00868002083724288,en
1219,opcionempleo::02559,opcionempleo,Senior Data Analyst: Bi & Automation Architect,GMA Consultores,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9000b03c608c02559e31bcc02f83f71a,0.008669633684768255,es
1220,opcionempleo::7581546,opcionempleo,Desarrollador Backend Senior (Buenos Aires),Werben HR,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar72efc01b7581546daba541741411a057,0.008605421133763643,es
1221,linkedin::4463303770,linkedin,Semi-Senior Software Engineer (Product Engineering Team),Félix,Python Developer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463303770,0.008446984039990594,en
1222,linkedin::4454310188,linkedin,Lead Data Engineer - Databricks,OZ,Ingeniero de Datos,Argentina,,https://www.linkedin.com/jobs/view/4454310188,0.008363599201586143,en
1223,linkedin::4463160153,linkedin,Senior Machine Learning Engineer,Jampp,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463160153,0.008297018264980308,en
1224,linkedin::4447098643,linkedin,AI Specialist,SYNC,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4447098643,0.008268528502813496,en
1225,opcionempleo::50849,opcionempleo,Data Scientist,World Business Lenders,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar88c2f9fecd60c7542c50849baaae22d7,0.008257656398644172,en
1226,linkedin::4464900530,linkedin,Data Scientist Analyst,"World Business Lenders, LLC",Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464900530,0.008257656398644172,en
1227,linkedin::4456285379,linkedin,Principal AI Engineer I (Python + AWS) – Advanced English) IRC303058,GlobalLogic,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4456285379,0.008250699105628272,en
1228,adecco::4d18896f-7950-420c-9dec-1a15e69817dc,adecco,Desarrollador Backend Golang Senior 194967-1,Adecco Argentina,Desarrollador Backend,CABA,Remoto,https://empleo.adecco.com.ar/Opportunities/Opportunity.aspx?oppId=4d18896f-7950-420c-9dec-1a15e69817dc,0.008240244142016143,es
1229,opcionempleo::7277249,opcionempleo,Principal ML Engineer: Cross-Product AI (Londres),Doctolib,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ard0138f5faf43ab7277249a4d08eda2f6,0.00810834359725676,en
1230,linkedin::4462798258,linkedin,Senior Software Engineer,Cloudbeds,Software Engineer,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4462798258,0.008047300076220969,en
1231,linkedin::4453619505,linkedin,Full-Stack AI Engineer (AI Development team),Improvado,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4453619505,0.007995170403548345,en
1232,getonboard::senior-devops-platform-engineer-niuro-remote,getonboard,Senior DevOps / Platform Engineer,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-devops-platform-engineer-niuro-remote,0.007993563345735121,en
1233,linkedin::4465305116,linkedin,Middle NodeJs Engineer,"Avenga Water Well Service, LLC",Desarrollador Backend,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4465305116,0.007975688255769855,en
1234,linkedin::4463894353,linkedin,Senior Data Engineer ID88015,AgileEngine,Data Engineer,"San Miguel de Tucumán, Tucumán, Argentina",,https://www.linkedin.com/jobs/view/4463894353,0.007918788060306476,en
1235,linkedin::4463893374,linkedin,Senior Data Engineer ID88015,AgileEngine,Ingeniero de Datos,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4463893374,0.007918788060306476,en
1236,getonboard::freelance-full-stack-ai-automation-the-future-perfect-remote,getonboard,Freelance Full-Stack AI Automation,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/freelance-full-stack-ai-automation-the-future-perfect-remote,0.007883342431781517,en
1237,opcionempleo::88469,opcionempleo,Principal Ml Engineer: Cross-Product Ai & Llm Architect,Doctolib,NLP Engineer,Catamarca,,https://www.opcionempleo.com.ar/jobad/arba5c88469d3adccfe4556d1952cc853f,0.007868719068778998,en
1238,linkedin::4461919482,linkedin,Senior Full-Stack Developer,EPAM Systems,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4461919482,0.00784552583722117,en
1239,linkedin::4444463689,linkedin,Senior Data Scientist,"Solvd, Inc.",Data Scientist,Argentina,,https://www.linkedin.com/jobs/view/4444463689,0.007823665480395366,en
1240,opcionempleo::48608,opcionempleo,Machine Learning Engineer (Remote) (Argentina),Quik Hire Staffing,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar9105b2bb6b949b08a8bc174d73a48608,0.007786563776776546,en
1241,linkedin::4450520526,linkedin,Sr Data Engineer,Monks,Data Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450520526,0.007746926105255493,en
1242,linkedin::4450522488,linkedin,Semi Senior Data Engineer,Monks,Data Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450522488,0.00773998876440827,en
1243,getonboard::senior-qa-engineer-ai-platform-systems-niuro-remote,getonboard,Senior QA Engineer (AI Platform Systems),,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-qa-engineer-ai-platform-systems-niuro-remote,0.007693826665740841,en
1244,getonboard::ai-security-engineer-appliedsystems-com-remote,getonboard,Senior AI Security Engineer,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ai-security-engineer-appliedsystems-com-remote,0.007630415613908409,en
1245,linkedin::4460057992,linkedin,Middle Databricks Data Engineer ID86295,AgileEngine,Data Engineer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4460057992,0.007578476333919896,en
1246,opcionempleo::69025,opcionempleo,Forward Deployed Engineer (Argentina),LatamCent,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar93f1f53c1666b6f7ab1b69025ac32db6,0.007576241890479925,en
1247,opcionempleo::211304,opcionempleo,Client Technology Software engineering_Assurance Sr. Engineer/Arch 1 - EY Global Delivery Services (Buenos Aires),EY,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9e211304ddbc31554dc69eeeace634f2,0.0075733782865348995,en
1248,opcionempleo::153790807,opcionempleo,Client Technology Software Engineering Assurance Sr. Engineer/Arch - EY GDS (Buenos Aires),EY,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2aa153790807e16162ae50c2aadc0af4,0.0075733782865348995,en
1249,opcionempleo::83042,opcionempleo,Freelance Agent Evaluation Engineer (Buenos Aires),,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar83042f02867deae6735c187973da103c,0.007562360936757844,en
1250,opcionempleo::81916329,opcionempleo,Semi-Senior Software Engineer (Product Engineering Team) (Buenos Aires),Félix Technologies,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9075b20ce6d48a3217f348df81916329,0.00752300493290177,en
1251,opcionempleo::jobadardea1a5e1c5c2a245ca709e5bd1186c2c,opcionempleo,Senior Software Engineer (Product Engineering Team) (Buenos Aires),Félix Technologies,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ardea1a5e1c5c2a245ca709e5bd1186c2c,0.007516699041405679,en
1252,opcionempleo::7265739,opcionempleo,"Ai Engineer Ii - Marketing Argentina, Remote",Sezzle,NLP Engineer,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar3af3506aa08e7265739d6957340c012c,0.007475721014271201,en
1253,getonboard::media-buyer-google-ads-page-boosts-remote,getonboard,Media Buyer (Google Ads),,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/media-buyer-google-ads-page-boosts-remote,0.007463338603370924,en
1254,getonboard::senior-full-stack-engineer-nestjs-nextjr-typescript-gcp-niuro-remote,getonboard,Senior Full-Stack Engineer (NestJS+Nextjr+TypeScript+GCP),,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-engineer-nestjs-nextjr-typescript-gcp-niuro-remote,0.0074429751724841755,en
1255,linkedin::4460955002,linkedin,"Senior, Python Backend Engineer",The Walt Disney Company,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4460955002,0.007431065186618455,en
1256,getonboard::real-time-ai-orchestration-engineer-sugarshan-inc-remote,getonboard,Real Time Voice & Video Streaming Engineer WebRTC / Livekit,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/real-time-ai-orchestration-engineer-sugarshan-inc-remote,0.007271248397761824,en
1257,linkedin::4458782883,linkedin,"Data Analyst, Operations",Brainlabs,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4458782883,0.007269028613943215,en
1258,getonboard::mid-level-backend-software-engineer-for-ai-platform-systems-niuro-remote,getonboard,AI Back-end Engineer,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/mid-level-backend-software-engineer-for-ai-platform-systems-niuro-remote,0.007260434559279941,en
1259,linkedin::4433130652,linkedin,Senior Software Development Engineer,Amperity,Software Engineer,Argentina,,https://www.linkedin.com/jobs/view/4433130652,0.007123066652214867,en
1260,linkedin::4444474140,linkedin,AI Product Engineer,Koin Limited,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4444474140,0.007082810838119925,en
1261,linkedin::4442857396,linkedin,[LATAM] Software Engineer 1,Qu,Software Engineer,Argentina,,https://www.linkedin.com/jobs/view/4442857396,0.007059372771532091,en
1262,getonboard::bilingual-backend-devops-engineer-terraspanworks-remote,getonboard,Bilingual Back-end/DevOps Engineer,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/bilingual-backend-devops-engineer-terraspanworks-remote,0.007034411887179593,en
1263,linkedin::4447213397,linkedin,Senior Full-Stack Software Engineer,Ryz Labs,Desarrollador Full Stack,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4447213397,0.006920804509407108,en
1264,linkedin::4418953755,linkedin,Senior AI Engineer (LLM),Proxify,Machine Learning Engineer,Argentina,,https://www.linkedin.com/jobs/view/4418953755,0.006915837734362241,en
1265,linkedin::4433424342,linkedin,Senior Backend Engineer,Techunting,Python Developer,"Mendoza, Mendoza, Argentina",,https://www.linkedin.com/jobs/view/4433424342,0.006517410880611939,en
1266,getonboard::country-manager-brazil-labss-llc-remote,getonboard,Country Manager,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/country-manager-brazil-labss-llc-remote,0.006488399015613829,en
1267,linkedin::4447370087,linkedin,Data Engineer (Senior),Prospera AI,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4447370087,0.006277413139651297,en
1268,getonboard::senior-full-stack-engineer-branding-by-books-remote,getonboard,Senior Full-Stack Engineer,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-engineer-branding-by-books-remote,0.006269162650206659,en
1269,linkedin::4448703595,linkedin,Sr Lead Software Engineer - AI Agents,JPMorganChase,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4448703595,0.006172574603678067,en
1270,getonboard::senior-deployed-ai-engineer-openai-artefact-us-remote,getonboard,Senior Forward Deployed AI Engineer (Openai),,Data Scientist,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-deployed-ai-engineer-openai-artefact-us-remote,0.006152612375812938,en
1271,getonboard::senior-deployed-ai-engineer-anthropic-artefact-us-remote,getonboard,Senior Forward Deployed AI Engineer (Anthropic),,Data Scientist,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-deployed-ai-engineer-anthropic-artefact-us-remote,0.006135835741972221,en
1272,opcionempleo::jobadar94c07f3d97c308f2e0196c1d293ad869,opcionempleo,Principal Machine Learning Engineer - Applied Ai & Llms (X/F/M),Doctolib,Machine Learning Engineer,Catamarca,,https://www.opcionempleo.com.ar/jobad/ar94c07f3d97c308f2e0196c1d293ad869,0.006086065385555756,en
1273,linkedin::4455018579,linkedin,"Backend Engineer, Payments Team",SQUIRE,Desarrollador Backend,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4455018579,0.006030391152774293,en
1274,getonboard::chief-of-staff-babou-ai-remote,getonboard,Chief of Staff,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/chief-of-staff-babou-ai-remote,0.005969843921586792,en
1275,getonboard::senior-full-stack-engineer-go-react-native-california-injury-group-apc-remote,getonboard,Senior Full-Stack Engineer (Go + Next.JS + React Native),,Backend,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-engineer-go-react-native-california-injury-group-apc-remote,0.005941145613686234,en
1276,getonboard::senior-adobe-analytics-implementation-developer-we-built-it-remote,getonboard,Senior Adobe Analytics & Implementation Developer,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-adobe-analytics-implementation-developer-we-built-it-remote,0.005907419505642445,en
1277,linkedin::4454292790,linkedin,Senior Full Stack Developer ID71007,AgileEngine,Desarrollador Full Stack,"San Miguel de Tucumán, Tucumán, Argentina",,https://www.linkedin.com/jobs/view/4454292790,0.005867621983028655,en
1278,linkedin::4454293720,linkedin,Senior Full Stack Developer ID71007,AgileEngine,Software Engineer,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4454293720,0.005867621983028655,en
1279,getonboard::ia-engineer-niuro-remote,getonboard,IA Engineer,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/ia-engineer-niuro-remote,0.005836899422272647,en
1280,getonboard::software-engineer-ii-dugu-remote,getonboard,Software Engineer II,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/software-engineer-ii-dugu-remote,0.005790166300664662,en
1281,linkedin::4440614886,linkedin,Senior AI-Assisted Software Engineer (Remote - LATAM),Zarego,Desarrollador Full Stack,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4440614886,0.005770283531821358,en
1282,getonboard::senior-full-stack-software-developer-one-click-technology-llc-remote,getonboard,Senior Full-Stack Software Developer,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-software-developer-one-click-technology-llc-remote,0.0057622620828814575,en
1283,getonboard::senior-jira-atlassian-engineer-niuro-remote-510f,getonboard,Senior JIRA/atlassian Engineer,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-jira-atlassian-engineer-niuro-remote-510f,0.005704007779373164,en
1284,linkedin::4461328754,linkedin,Databricks Engineer (Tax & Audit),Improving South America,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4461328754,0.0056959200934148906,en
1285,linkedin::4454370205,linkedin,Senior Full-Stack Engineer (Scalable Systems),Derq,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4454370205,0.005662276477249598,en
1286,linkedin::4441443320,linkedin,Senior ML Engineer with Python (IR-536),Intellectsoft,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4441443320,0.005618522108241317,en
1287,linkedin::4441200060,linkedin,Senior Python Backend Developer / ML Engineer (IR-535),Intellectsoft,Desarrollador Backend,Argentina,,https://www.linkedin.com/jobs/view/4441200060,0.005618522108241317,en
1288,opcionempleo::jobadarcf19c56b9fb7731ad6ababe873b79e3a,opcionempleo,Software Engineer IiB (Buenos Aires),Despegar,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcf19c56b9fb7731ad6ababe873b79e3a,0.005595297236582187,es
1289,linkedin::4456812565,linkedin,"Senior Data Analyst, B2B",CookUnity,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4456812565,0.005588254889174455,en
1290,opcionempleo::27236,opcionempleo,Software Engineer Ii - B2B,Despegar,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfc6a57a233b27236ae8ea0bcdda2428c,0.005547037703752472,es
1291,getonboard::desarrollador-fullstack-java-spring-boot-angular-3it-santiago,getonboard,Desarrollador Full-Stack Java Spring Boot + Angular,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-fullstack-java-spring-boot-angular-3it-santiago,0.005497541703485102,es
1292,opcionempleo::68629,opcionempleo,AI Machine Learning Engineer (Remote) (Argentina),Hire Feed,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/arb47fa8ec429a54eeecd606e68629aa45,0.0054651464603259,en
1293,linkedin::4457631913,linkedin,Master Data Management Specialist IRC303049,GlobalLogic,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4457631913,0.005370903005024316,en
1294,linkedin::4457037064,linkedin,FullStack Developer (Node + Vue),Allata,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4457037064,0.005335227649422723,en
1295,linkedin::4464130098,linkedin,Senior Software Engineer,AgileEngine,Python Developer,Argentina,,https://www.linkedin.com/jobs/view/4464130098,0.0052915194804311885,en
1296,linkedin::4465006098,linkedin,Senior Software Engineer,CommandLink,Python Developer,Argentina,,https://www.linkedin.com/jobs/view/4465006098,0.00528683291744286,en
1297,linkedin::4437063892,linkedin,Senior Software Engineer,Fountain,Software Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4437063892,0.005275254408363745,en
1298,getonboard::qa-engineer-automation-molten-cloud-remote,getonboard,QA Engineer (Automation),,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/qa-engineer-automation-molten-cloud-remote,0.005273754529446879,en
1299,linkedin::4465380521,linkedin,Middle NodeJs Engineer,Avenga,Desarrollador Backend,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4465380521,0.0052192018007103,en
1300,linkedin::4461956744,linkedin,Senior Backend Engineer ID81650,AgileEngine,Desarrollador Backend,"Mendoza, Mendoza, Argentina",,https://www.linkedin.com/jobs/view/4461956744,0.005094605611678729,en
1301,linkedin::4464329353,linkedin,Data Engineer (AI & Agentic Solutions),Capgemini Engineering,Data Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464329353,0.005077007759296243,en
