rank_embed,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_embed
687,linkedin::4392190641,linkedin,DevOps Engineer (Senior/Lead) ID55632,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4392190641,0.24893805
688,opcionempleo::11498,opcionempleo,JEFE DE COMPRAS | HOTEL SOFITEL LA RESERVA CARDALES,Accor,Compras / Procurement,"Campana, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar63abf11498c8269bc856b3bcfcdea74e,0.24891904
689,linkedin::4397057952,linkedin,U.S. Field Operations and Excellence Lead,Pharvaris,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4397057952,0.24888709
690,opcionempleo::76012,opcionempleo,Customer Service Logistics Supply Chain Buenos Aires (Argentina),Newsan,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar281a76012b56aa09dd9790b1972f947d,0.24887356
691,linkedin::4394498171,linkedin,Director of Procurement,Valor Front,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4394498171,0.24862689
692,bumeran::1118221054,bumeran,Analista De Administración Y Finanzas,SportClub,Finanzas / CAPEX,"Martín Fierro, Buenos Aires",Híbrido,https://www.bumeran.com.ar/empleos/analista-de-administracion-y-finanzas-sportclub-1118221054.html,0.24853367
693,linkedin::4398063298,linkedin,Project Engineer,Spencer Ogden,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4398063298,0.24852872
694,opcionempleo::jobadarc2ae73de55cd14fa1645eca4571b6cd1,opcionempleo,Gerente de Operaciones – Importante Grupo Gastronómico en Paraguay (Buenos Aires),Javier Aira y Andrea Aira Sociedad De Hecho,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc2ae73de55cd14fa1645eca4571b6cd1,0.2484331
695,opcionempleo::010088,opcionempleo,Analista Ssr De Business Intelligence General Pacheco,Coppel,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar1f010088f26f008645e6fc311819e9bc,0.2483814
696,opcionempleo::74217,opcionempleo,Sub Gerente (Caballito),SushiClub,Gerente de Operaciones,CABA,,https://www.opcionempleo.com.ar/jobad/are887d7b74217ec3b66ff03a0e15eb7c8,0.24830863
697,linkedin::4366785962,linkedin,Jr FinOps Analyst SM015DL,Coderio | Software Company,Excel / VBA,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4366785962,0.24815723
698,linkedin::4398148926,linkedin,Data Analyst,AARATECH,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4398148926,0.24801701
699,linkedin::4359584630,linkedin,Data Scientist 5 - Member Experience for Games,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4359584630,0.24792701
700,bumeran::1118200456,bumeran,Analista de Administración de Compras,BAYTON,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-administracion-de-compras-bayton-1118200456.html,0.24778363
701,opcionempleo::jobadar19c4bd336cabed1c2cf8cd28c9f5752b,opcionempleo,INGENIERO DE PROCESOS | IMPORTANTE AUTOPARTISTA | SPEGAZZINI EZEIZA,Cona Consultores,Ingeniero Industrial,"Ezeiza, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar19c4bd336cabed1c2cf8cd28c9f5752b,0.24757716
702,opcionempleo::348245,opcionempleo,Sub Gerente de Operaciones,,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6e2ad28c348245dccade56e9462e5333,0.24726966
703,opcionempleo::407975,opcionempleo,Senior Manager - Product Owner,PwC,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ardac670e407975e9385d11b025e82699c,0.24710625
704,linkedin::4386748510,linkedin,"Data Scientist, Applied AI - Remote",Azumo,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4386748510,0.2468262
705,opcionempleo::jobadarb629f9e1ea1b3ca3b3000d3f11c8072d,opcionempleo,Control de Gestión / Costos (Buenos Aires),Pan American Energy,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb629f9e1ea1b3ca3b3000d3f11c8072d,0.24663071
706,linkedin::4390680471,linkedin,Senior Data Analyst - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4390680471,0.24658073
707,linkedin::4387891122,linkedin,Finance Operations Analyst SM015DL,Coderio | Software Company,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4387891122,0.2465551
708,bumeran::1118175812,bumeran,Analista de Finanzas,INV LIBERTAD SA,Finanzas / CAPEX,CABA,Híbrido,https://www.bumeran.com.ar/empleos/analista-de-finanzas-inv-libertad-sa-1118175812.html,0.24647705
709,opcionempleo::98461,opcionempleo,Database Developer,PSI CRO,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar622ae98461f71d53bcd1de200a01368e,0.24632414
710,opcionempleo::jobadaraf5b27cdb5481e5b5f62b5044e5d8bb0,opcionempleo,Gerente de Operaciones de Monitoreo (Belgrano),,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/araf5b27cdb5481e5b5f62b5044e5d8bb0,0.24626881
711,opcionempleo::234645,opcionempleo,Pasante de Logística - Supply Chain y Operaciones (Buenos Aires),Siemens,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar576fb630f234645a99e20109eb4b9cdb,0.24623838
712,opcionempleo::04341,opcionempleo,Quality Automation Engineer,CommandLink,Continuous Improvement,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar6b8215af7f8a290c209ea04341bbbcce,0.2461841
713,opcionempleo::42406,opcionempleo,Analista de Gestión y Control de Calidad de (Funes),Find Me,Control de Gestión,"Funes, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar6b8f62e8bbf42406cacf764798b8021c,0.2458593
714,opcionempleo::jobadar8784df2bff283d7786cc2af80b9ba6c1,opcionempleo,Líder Regional de Finanzas (Tandil),Paula Di Luca,Finanzas / CAPEX,"Tandil, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar8784df2bff283d7786cc2af80b9ba6c1,0.24564123
715,opcionempleo::167429,opcionempleo,Data Scientist Buenos Aires (Argentina),Eym Consultora,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arce2fe3dd5f167429ffd077386da41167,0.245246
716,linkedin::4393915774,linkedin,Data Scientist,Dropbox,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4393915774,0.24521673
717,opcionempleo::jobadarec09ab026c8b4d80d46f9e4b9477ef5d,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Mendoza,Vana,Data Scientist,Mendoza,,https://www.opcionempleo.com.ar/jobad/arec09ab026c8b4d80d46f9e4b9477ef5d,0.24494763
718,linkedin::4241069075,linkedin,Data Scientist (USA-Remote),The Voleon Group,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4241069075,0.24483718
719,opcionempleo::14337,opcionempleo,Analista de Calidad,SGS,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbb2f14337d71b7f2a42064873edd2719,0.2447864
720,workana::desarrollo-de-plataforma-web-escalable-y-de-alto-rendimiento-para-empresa-automotriz,workana,Desarrollo de Plataforma Web Escalable y de Alto Rendimiento para Empresa Automotriz,Freelancer M. L.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-plataforma-web-escalable-y-de-alto-rendimiento-para-empresa-automotriz,0.24447966
721,opcionempleo::71035,opcionempleo,Gerente de Operaciones - Rubro Seguridad Electrónica (San Isidro),In Move Consulting,Gerente de Operaciones,"San Isidro, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar71035b32d20105d2afbc6d87971d149e,0.24440019
722,opcionempleo::5540908,opcionempleo,Gerente de Administración y Operaciones (Rosario),INTERNATIONAL CAREER PROGRAM,Gerente de Operaciones,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar39dd2adb1e0dceaae7ff5540908ce688,0.24414945
723,bumeran::1118217227,bumeran,Sub Gerente de Operaciones,Confidencial,Gerente de Operaciones,CABA,Presencial,https://www.bumeran.com.ar/empleos/sub-gerente-de-operaciones-1118217227.html,0.24380293
724,opcionempleo::9744934,opcionempleo,Jefe De Operaciones Logísticas - Sucursal Catamarca,Chaxxel,Gerente de Operaciones,"San Fernando, Provincia de Buenos Aires Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar6a5b7ca2126aac9744934ab9595b2d99,0.24373296
725,opcionempleo::348353398,opcionempleo,Ingeniero de automatizacion industrial (Córdoba),TEKNIX ARG S R L,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/arade1982eeaf4493f348353398c65dfe8,0.24359353
726,opcionempleo::39356,opcionempleo,Senior Services Advisor - Remote,Sovos,Continuous Improvement,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arad30a8a7dca3869cc3da1733f39356a4,0.24343199
727,opcionempleo::0855100,opcionempleo,Data Scientist Senior (Argentina) (E),Reklut,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/are9aab3fe3c1e093bcfd8f42fd0855100,0.2433214
728,opcionempleo::0709617,opcionempleo,Sr Analyst - Business Intelligence (Buenos Aires),PM LA SERV.,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ardc2d56cc969bee0709617c4b0d55f0fa,0.24314415
729,bumeran::1118176225,bumeran,"JEFE DE COMPRAS, ABASTECIMIENTO Y LOGÍSTICA – EMPRESA DE SERVICIOS Y PRODUCTOS QUÍMICOS",Confidencial,Compras / Procurement,"Mendoza, Mendoza",Presencial,https://www.bumeran.com.ar/empleos/jefe-de-compras-abastecimiento-y-logistica--empresa-de-servicios-y-productos-quimicos-1118176225.html,0.24283445
730,linkedin::4396770301,linkedin,"Data Scientist 5, Experimentation Platform",Netflix,Data Scientist,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4396770301,0.24256729
731,opcionempleo::jobadarbf9e43c53e8b10b572c0316cdb114f2d,opcionempleo,Ingeniero De Producción Buenos Aires,SUPLE,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbf9e43c53e8b10b572c0316cdb114f2d,0.24236558
732,opcionempleo::461569470,opcionempleo,Jefe/a de Control de Gestión (Barracas),Grupo Metropol,Control de Gestión,"Barracas, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar461569470c64042d431fc602d3441e8d,0.24232683
733,linkedin::4395878228,linkedin,Data Analyst,The Brixton Group,Excel / VBA,"Nueva Jersey, Estados Unidos",,https://www.linkedin.com/jobs/view/4395878228,0.24180704
734,bumeran::1118190794,bumeran,GERENTE DE ADMINISTRACIÓN Y FINANZAS,NISSAN AUTOFERRO,Finanzas / CAPEX,CABA,Presencial,https://www.bumeran.com.ar/empleos/gerente-de-administracion-y-finanzas-nissan-autoferro-1118190794.html,0.24158221
735,bumeran::1118197327,bumeran,Analista de Compras Junior/semi senior,Confidencial,Compras / Procurement,"Moreno, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-junior-semi-senior-1118197327.html,0.24157614
736,linkedin::4400336726,linkedin,Technical Support Engineer ID54393,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4400336726,0.24147364
737,opcionempleo::31493,opcionempleo,Pasantía en Finanzas (Buenos Aires),Edelman,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar82c616b5ad8d21a69d4fdc31493c2549,0.24144462
738,jobleads::4212,jobleads,Puestos: ingeniero-industrial | Argentina,,Ingeniero Industrial,Trabajos,,https://www.jobleads.com/ar/job/ingeniero-mecanico-industrial-electrico--bernal-este--ea5acb0f4d4212ba27a137d9a051a2fc5,0.24113044
739,opcionempleo::00769,opcionempleo,Project Manager,CBRE,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcd00769f5ad854a19e94b95cf39d3948,0.24109444
740,opcionempleo::492439,opcionempleo,International Execution Analyst Supply Chain (Buenos Aires),Louis Dreyfus Company,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf8dc62d1fff492439d23bc8497fb3c51,0.24104902
741,opcionempleo::489811,opcionempleo,Gerente De Operaciones Fátima Bs As Buenos Aires (Argentina),Chocolates Rapanui,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar7a17d979e2d98a473e489811d9e22c3a,0.24095547
742,opcionempleo::87342790,opcionempleo,Ingeniero Industrial / Electromecanico,Gerentes SRL,Ingeniero Industrial,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar87342790be1da08d04883fc21b95271b,0.2409231
743,linkedin::4398206995,linkedin,CX Project Manager (Genesys Cloud experience),Miratech,Excel / VBA,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4398206995,0.24090908
744,bumeran::1118181259,bumeran,Analista de Compras Hospitalarias,Confidencial,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-hospitalarias-1118181259.html,0.24086449
745,linkedin::4393247603,linkedin,Business Intelligence Developer (Power BI),Konnex4,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4393247603,0.24082714
746,linkedin::4398525996,linkedin,Business Analyst,Syner-G,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4398525996,0.24080342
747,opcionempleo::40648,opcionempleo,Brand Marketing Manager - LATAM Region - Remote (FT) (Buenos Aires),Comrade Digital Marketing,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbe09a9f40648d4f7b9b801c6169450dc,0.24076942
748,opcionempleo::3649626,opcionempleo,Analista de Compras Semi Senior (Buenos Aires),Ball,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf76a1fecd3649626c020dc237372a895,0.2406707
749,bumeran::1118182140,bumeran,Administrativo Semi Senior | Facturación – Excel – Proveedores,ARTES GRAFICAS PAPIROS SACI,Excel / VBA,CABA,Presencial,https://www.bumeran.com.ar/empleos/administrativo-semi-senior-|-facturacion--excel--proveedores-artes-graficas-papiros-saci-1118182140.html,0.24036628
750,opcionempleo::894892,opcionempleo,Supply Chain Distribution Manager (Buenos Aires),Amgen,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar31e616eba8de2d894892d11db090c415,0.24035472
751,linkedin::4396595873,linkedin,Data Analyst (Remote - Work from Anywhere),Xapo Bank,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4396595873,0.23985353
752,opcionempleo::jobadar0c56ac4050f578f5d8559cc65ede4fc5,opcionempleo,Jefatura De Compras Textil Buenos Aires,La Anónima,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0c56ac4050f578f5d8559cc65ede4fc5,0.23984966
753,linkedin::4375977831,linkedin,Controller - Hands-On,Syscon Inc.,Control de Gestión,"Scottsdale, Arizona, Estados Unidos",,https://www.linkedin.com/jobs/view/4375977831,0.2397624
754,opcionempleo::9282923033201,opcionempleo,Gerente de operaciones (Argentina),CONESA EZEQUIEL,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar0dbbb20c19ae9282923033201cdf1777,0.23961678
755,opcionempleo::56126,opcionempleo,Remote Dynamics 365 Tech Lead: Supply Chain (Buenos Aires),ADN Recursos Humanos,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar939bfdff56126d6cfe212a0957092a82,0.23951814
756,jobleads::07700,jobleads,Puestos: excel | Argentina,,Excel / VBA,Analista de Data Entry | Excel & Reportes BI (Híbrido),,https://www.jobleads.com/ar/job/analista-de-data-entry-excel-reportes-bi-hibrido--vicente-lopez--e347b64e828f07700edb9422a3293d05e,0.2394882
757,opcionempleo::4368112,opcionempleo,Ingeniero/a de Mantenimiento (Pilar),Woodbridge,Ingeniero Industrial,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar2464da4368112ae39c4c89249e9af4ea,0.23935485
758,opcionempleo::08627,opcionempleo,"Asesor/a Financiero/a, Oberá, Misiones",Vip Work Services,Excel / VBA,"Oberá, Misiones",,https://www.opcionempleo.com.ar/jobad/ar681abb481ce1ce9212aea7e08627e581,0.23908243
759,opcionempleo::jobadar3c69eed9fef5b345c3f9b68cd3f132cf,opcionempleo,Analista de Control de Gestión (Vicente López),Newsan,Control de Gestión,"Vicente López, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3c69eed9fef5b345c3f9b68cd3f132cf,0.23878017
760,opcionempleo::35845,opcionempleo,Especialista de Administración y Finanzas para cadena de heladerías en Argentina (Buenos Aires),Palermo Advisors,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar77b5d35845d661b519745337ec693710,0.2387355
761,opcionempleo::jobadar96b9574d897a51caf5fcab096f0c8f6f,opcionempleo,Analista de Control de Gestión (Rosario),Find Me,Control de Gestión,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar96b9574d897a51caf5fcab096f0c8f6f,0.23864615
762,opcionempleo::59049,opcionempleo,Analista De Control De Gestión Y Presupuestos Semi Sr Buenos Aires,INSTITUTO CARDIOVASCULAR DE BUENOSA AIRES,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are0ec59049b5f0c4ef73d46c582eb5edf,0.23849732
763,linkedin::4389235734,linkedin,Controller,Windsor Path,Control de Gestión,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4389235734,0.23831186
764,opcionempleo::302308,opcionempleo,Business Development Manager (Buenos Aires),,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3a38daf4eb302308fcaa160c9f899dd7,0.23813197
765,opcionempleo::jobadar4f58f2f0cc06fc98d0aefbe9f936c5f6,opcionempleo,Líder Control de Gestión (Buenos Aires),,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4f58f2f0cc06fc98d0aefbe9f936c5f6,0.23792487
766,opcionempleo::580999,opcionempleo,INGENIERO PRODUCCION (Neuquén),YPF,Ingeniero Industrial,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar3dae074f1248e580999e94b9d7469cf2,0.23790155
767,bumeran::1118190870,bumeran,"Jefe de Contabilidad, Impuestos & Control de Gestión",Mooks,Control de Gestión,"La Plata, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/jefe-de-contabilidad-impuestos-control-de-gestion-mooks-1118190870.html,0.23789841
768,opcionempleo::6191883,opcionempleo,junior Business Intelligence Analyst (Argentina),,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8df52b5624d6191883ca459c17a54ff6,0.23789534
769,linkedin::4395396984,linkedin,Controller (Operator-First) - High-Growth Startups | 100% Remote,B Consulting,Control de Gestión,"Los Ángeles, California, Estados Unidos",,https://www.linkedin.com/jobs/view/4395396984,0.23778485
770,linkedin::4371458196,linkedin,Senior Business Development Manager (Airfreight),DHL,Supply Chain,"Portland y alrededores, Oregón",,https://www.linkedin.com/jobs/view/4371458196,0.23774105
771,opcionempleo::097584,opcionempleo,Programador Python/odoo Ssr Remoto E Innovación San Salvador De Jujuy,AITIC asesoria integral,Python Developer,"San Salvador de Jujuy, Jujuy",,https://www.opcionempleo.com.ar/jobad/ar6afabdbe8b097584ec991b6d9537baf4,0.23756701
772,linkedin::4351317499,linkedin,Senior Data Scientist (L5) - Ads Supply & Decisioning,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4351317499,0.23718339
773,opcionempleo::1365491,opcionempleo,Supply Chain (José C. Paz),GI GROUP SEARCH & SELECTION,Supply Chain,"José C. Paz, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar7d8768e72f0e8bf6ffcf4875b1365491,0.23705187
774,opcionempleo::jobadar1b0c3274cc9e5201ab94e62c21eb49d0,opcionempleo,Programador Python/odoo Ssr Remoto E Innovación Luján De Cuyo,AITIC asesoria integral,Python Developer,"Luján de Cuyo, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar1b0c3274cc9e5201ab94e62c21eb49d0,0.2368887
775,linkedin::4400345052,linkedin,Controller,Teamworks,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4400345052,0.23661883
776,opcionempleo::jobadarbe789c4382da54f69ad1148c0ee804ec,opcionempleo,Gerente de Obras-operaciones (Mendoza),Perfil Humano,Gerente de Operaciones,Mendoza,,https://www.opcionempleo.com.ar/jobad/arbe789c4382da54f69ad1148c0ee804ec,0.23642538
777,opcionempleo::450435,opcionempleo,CRM Analyst,PedidosYa,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arba073cf4cfcf0445caa450435a2c92ad,0.23628987
778,bumeran::1118178971,bumeran,Jefe de Compras-Paso de los Libres,Confidencial,Compras / Procurement,"Paso de Los Libres, Corrientes",Presencial,https://www.bumeran.com.ar/empleos/jefe-de-compras-paso-de-los-libres-1118178971.html,0.23627645
779,linkedin::4364663933,linkedin,Productivity Manager,Hint Inc.,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4364663933,0.23621516
780,opcionempleo::78608,opcionempleo,Ingeniero de Mantenimiento Planeado: Automatización PLC Siemens (Buenos Aires),Cerveceriaymalteriaquilmes,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar78608ba9469f54cf84f542e788b02559,0.23591793
781,opcionempleo::jobadar8b2c27d72fef086f016bd81cf1334e00,opcionempleo,Python Dev (Junior o Semisr) (Buenos Aires),Ana Tabanera IT Recruiting,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8b2c27d72fef086f016bd81cf1334e00,0.23587558
782,linkedin::4398714431,linkedin,Salesforce Junior Engineer | Rosario | Remote,OpsArmy Careers,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4398714431,0.23552305
783,opcionempleo::18690,opcionempleo,Gerente de Operaciones (Argentina),Reklut,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar4a35c9517f9afea0cf18690f013ed749,0.23526713
784,opcionempleo::69302,opcionempleo,Ingeniero Industrial (Buenos Aires),Capital Humano,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5493a03d95b69302cf03c062cc71cb04,0.23504123
785,opcionempleo::61117,opcionempleo,Gerente de logística & supply chain (Belén de Escobar),MB consultora de RRHH,Gerente de Operaciones,"Belén de Escobar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar2df8c3963f3c61117fdef859c67bdaec,0.23500085
786,linkedin::4397889603,linkedin,Controller,Teck Resources Limited,Control de Gestión,"Anchorage, Alaska, Estados Unidos",,https://www.linkedin.com/jobs/view/4397889603,0.23496675
787,opcionempleo::9414588,opcionempleo,Senior Data Scientist (Buenos Aires),ubimia®,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb1e9539d439a8b9414588f9914aa0e1a,0.23428237
788,opcionempleo::812024,opcionempleo,Analista de Facturación y Cuenta Corriente,,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar482ba7b812024acc0afd31e2f413676d,0.23425734
789,opcionempleo::jobadar1ab4b6181c5f3df4b7da7bc2b1eb087e,opcionempleo,Gerente de Operaciones / Supply Chain - Pyme (Villa Adelina),Mandel & Wirth,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar1ab4b6181c5f3df4b7da7bc2b1eb087e,0.2338481
790,opcionempleo::20966,opcionempleo,Programador Python/Odoo Ssr - Remoto E Innovación,Aitic Asesoria Integral,Python Developer,"Río Cuarto, Córdoba",,https://www.opcionempleo.com.ar/jobad/are6c82b20966edc13116ff35744e31535,0.2338323
791,opcionempleo::486582,opcionempleo,Analista De Compras Buenos Aires,Beinst,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5b73f25befc486582d8a5eef3d2312be,0.23383003
792,opcionempleo::350497327,opcionempleo,Gerente de Operaciones - Mar del Plata y Gran Buenos Aires,Soledad perez,Gerente de Operaciones,"Mar del Plata, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/are4abaff350497327be051651477ae959,0.23382503
793,opcionempleo::jobadar9351ce76d6a4409f7d2b7dc60e9720bc,opcionempleo,Gerente de Operaciones - Mar del Plata y Gran Buenos Aires,Simplia,Gerente de Operaciones,"Mar del Plata, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar9351ce76d6a4409f7d2b7dc60e9720bc,0.23382503
794,opcionempleo::jobadard6515d6c27f037dcf26d91f22e15deee,opcionempleo,Hybrid Business Analyst/Database & Power BI Developer,PSI CRO,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard6515d6c27f037dcf26d91f22e15deee,0.23363632
795,linkedin::4382453686,linkedin,AI Data Scientist Intern,Ensono,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4382453686,0.23358695
796,opcionempleo::43315,opcionempleo,Jefe De Control De Gestión Y Presupuesto Buenos Aires,Biogénesis Bagó,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4daecb756fda6f99d433d2b1a43315e1,0.23358648
797,linkedin::4390920969,linkedin,"Document & Presentation Specialist (Excel, PowerPoint & Formatting) | Remote",Crossing Hurdles,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4390920969,0.23353867
798,opcionempleo::50256,opcionempleo,Python Developer / Híbrido Parque Buenos Aires,ADN Recursos Humanos,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb3a50256dcb26c6e547604c8ed653b4e,0.23349239
799,opcionempleo::3815240,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Buenos Aires,Vana,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6006b152a3815240a0833be87709e057,0.23346633
800,linkedin::4393945596,linkedin,Strategic Partnership – Senior Industrial Engineer,Be Technik - Custom Machinery & Automation,Ingeniero Industrial,"Tampa, Florida, Estados Unidos",,https://www.linkedin.com/jobs/view/4393945596,0.23346613
801,linkedin::4395424511,linkedin,Full Stack Engineer (Senior) ID55910,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4395424511,0.23310892
802,linkedin::4389820226,linkedin,Full Stack Engineer ID55425,AgileEngine,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4389820226,0.2329598
803,opcionempleo::895720758,opcionempleo,Analista Senior de Administración y Finanzas Caba (Caballito),Manage Resources,Finanzas / CAPEX,CABA,,https://www.opcionempleo.com.ar/jobad/ar895720758fbb7c8f57ee92ba267c8ca8,0.23254022
804,opcionempleo::76456678458,opcionempleo,Jefe De Compras Berisso,Voktio,Compras / Procurement,"Berisso, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb263a8bf76456678458a60ec2d480d30,0.23235576
805,jobleads::223194,jobleads,Puestos: control-de-gestion | Argentina,,Control de Gestión,Responsable de administración,,https://www.jobleads.com/ar/job/responsable-de-administracion--cordoba--efba0ff376b56e39e242c1d223194fb2f,0.23216338
806,linkedin::4377041118,linkedin,Agentic Software Engineer (GitHub Copilot) - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4377041118,0.23203169
