rank_final,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_final,similitud_embed,similitud_tfidf,rank_embed,rank_tfidf
1062,jobrapido::4013879448314052608,jobrapido,Principal Nlp Scientist (Buenos Aires),Sourceability,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/4013879448314052608?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52709835%252Fprincipal-nlp-scientist-buenos-aires&w=Python&p=4,0.26371493834568815,0.24312513,0.0131319038828137,920,1085
1063,opcionempleo::jobadarc0bf15ddda54eea3b0530b2aa9934d82,opcionempleo,"AI Analyst – Agentic AI, Backend & Data Developer",NTT Data,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc0bf15ddda54eea3b0530b2aa9934d82,0.2631823655264607,0.22033754,0.0304327088468978,1055,752
1064,opcionempleo::jobadarc042a6805b6e3f72cffaaf75f5fdd533,opcionempleo,Desarrolladores Python - SSr Remoto Arg (Balvanera),Manpower,Python Developer,"Balvanera, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arc042a6805b6e3f72cffaaf75f5fdd533,0.2631398837586164,0.24538963,0.0110226113642194,902,1141
1065,linkedin::4461696685,linkedin,Data & Analytics Analyst - Financial Institutions Advisory,BRG,Data Analyst,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4461696685,0.2630084374010044,0.23619297,0.0180567598915357,964,977
1066,opcionempleo::3542883,opcionempleo,Senior Fullstack Java - Remoto En Proyectos Globales,Medium,Desarrollador Full Stack,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar39cb2e0c46e217d27b0f3542883ec92f,0.2629562131815096,0.22356361,0.0277961179990278,1037,791
1067,linkedin::4433424342,linkedin,Senior Backend Engineer,Techunting,Python Developer,"Mendoza, Mendoza, Argentina",,https://www.linkedin.com/jobs/view/4433424342,0.26277627892391386,0.25092041,0.0065174108806119,866,1265
1068,opcionempleo::8679709,opcionempleo,Ingeniero De Datos + Ingles Buenos Aires,Join ready,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1fb3a5f8679709ec3efea9281accebe9,0.2626985933849224,0.20301443,0.043535757258183,1160,527
1069,linkedin::4458796882,linkedin,Senior Backend Engineer,Commit,Python Developer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4458796882,0.2626732184446952,0.23369512,0.019781232555394,977,939
1070,linkedin::4464393744,linkedin,Sr. Software Developer (.NET) – Integrations Team (Backend),Remitee,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464393744,0.26150155513338474,0.25189465,0.0049718745976481,852,1305
1071,opcionempleo::23340460,opcionempleo,Ingeniero de datos + Ingles (Buenos Aires),Join ready,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8829ac5c2e23340460d7f7b6dc612402,0.26141954433857123,0.19777563,0.0467947892917587,1181,469
1072,linkedin::4461328754,linkedin,Databricks Engineer (Tax & Audit),Improving South America,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4461328754,0.2612598895327217,0.25076488,0.0056959200934148,868,1284
1073,opcionempleo::jobadar469e55cb6b5ab965f26b4cb451d16bfd,opcionempleo,Machine Learning Specialist (Argentina),Hire Feed,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar469e55cb6b5ab965f26b4cb451d16bfd,0.2611265867386685,0.25336537,0.0036010321050678,837,1343
1074,getonboard::frontend-engineer-angular-improving-south-america-remote,getonboard,Front-end Engineer (Angular),,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/frontend-engineer-angular-improving-south-america-remote,0.2610182422004866,0.2218937,0.0278845135496597,1049,787
1075,opcionempleo::33180,opcionempleo,Ingeniero de Data Science (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arf1f33180cc9f12abeb40e2570e94e6b4,0.26092879285985743,0.14484023,0.0874480252111029,1342,70
1076,linkedin::4459166978,linkedin,Senior Python Software Engineer,Satellogic,Python Developer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4459166978,0.26074911878831747,0.23582096,0.0169413339364836,965,998
1077,jobrapido::746564373023031296,jobrapido,Desarrollador/a Full Stack (Maipú),Importante empresa del sector,Desarrollador Full Stack,Maipú,,https://ar.jobrapido.com/jobpreview/746564373023031296?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53098355%252Fdesarrollador-a-full-stack-maipu&w=Python&p=4,0.2606731606986422,0.17650923,0.062785796318301,1281,215
1078,opcionempleo::8026483,opcionempleo,Desarrollador/A Backend Java Ssr,Infosis,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar16c5a0560e3344c81d8026483dfde208,0.2605389763663315,0.23176083,0.019952284466191,991,937
1079,getonboard::cientista-de-datos-coolebra-spa-remote,getonboard,Cientista de Datos,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/cientista-de-datos-coolebra-spa-remote,0.26050696875310164,0.22454147,0.0255182855987803,1029,835
1080,getonboard::senior-full-stack-engineer-bavardio-remote,getonboard,Senior Full-Stack Engineer,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-engineer-bavardio-remote,0.2603403964311017,0.25407127,0.0025665485499221,827,1364
1081,getonboard::data-engineer-gcp-dillo-tech-remote,getonboard,"Senior Data Engineer (Bigquery, Dbt, Python, Data Modeling)",,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/data-engineer-gcp-dillo-tech-remote,0.26001536932369873,0.24513993,0.009275176282071,906,1197
1082,linkedin::4464982518,linkedin,Senior Python Engineer – Generative AI,"Avenga Water Well Service, LLC",Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464982518,0.2598125378252742,0.24054119,0.0127074097508578,938,1097
1083,getonboard::senior-devops-platform-engineer-niuro-remote,getonboard,Senior DevOps / Platform Engineer,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-devops-platform-engineer-niuro-remote,0.25979624804102847,0.24662043,0.0079935633457351,898,1232
1084,getonboard::cloud-engineer-mid-sr-alegra-remote,getonboard,Cloud Engineer Mid/Sr,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/cloud-engineer-mid-sr-alegra-remote,0.25945251978113876,0.2035922,0.0410725781358541,1152,578
1085,opcionempleo::550411,opcionempleo,Desarrollador Full Stack Senior — ERP y E‑commerce (Rincón de los Sauces),Steinhardt,Desarrollador Full Stack,Argentina,,https://www.opcionempleo.com.ar/jobad/ar550411fb82ecfd3179abb30f9667d6cd,0.25934730083494556,0.25250056,0.003165051899468,849,1353
1086,opcionempleo::68215,opcionempleo,Data Analyst Business Intelligence (Córdoba),AMMAZY ARGENTINA,Data Analyst,Argentina,,https://www.opcionempleo.com.ar/jobad/ar71b9431bfa504ac27d509c1ea68215af,0.25924560520146733,0.17974374,0.0593964832047074,1271,259
1087,linkedin::4453661283,linkedin,"Senior Full Stack Software Engineer, Threat Intelligence Services",Proofpoint,Desarrollador Full Stack,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4453661283,0.2588341202265785,0.24452649,0.009016142852813,911,1207
1088,opcionempleo::53704,opcionempleo,Machine Learning Analyst (Remote) (Argentina),Hire Feed,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar53704e2073789ccca8a6bc779f274ea8,0.25879630953075683,0.25226587,0.0030044191797478,850,1355
1089,opcionempleo::688948,opcionempleo,Machine Learning Specialist (Buenos Aires),,Machine Learning Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar688948ae0d13dfa7529fe392b3327bf4,0.25879508115550975,0.20367718,0.0405984906554959,1151,590
1090,linkedin::4464162471,linkedin,Developer Back end Java Sr.,Acciona IT,Desarrollador Backend,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464162471,0.2582699677543265,0.21710211,0.0298849865357783,1070,761
1091,opcionempleo::807883279,opcionempleo,Machine Learning Engineer - Computer Vision (Remote) (Argentina),Hire Feed,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/arcde2dca1fa298db807883279c7303b25,0.25774355106595337,0.2516846,0.0028003002309992,858,1359
1092,getonboard::arquitecto-de-datos-sector-financiero-devsu-quito,getonboard,Arquitecto de Datos Sector Financiero,,Data Analyst,Ecuador,Híbrido,https://www.getonbrd.com/jobs/arquitecto-de-datos-sector-financiero-devsu-quito,0.25773707786312144,0.20988917,0.035134922117665,1114,671
1093,linkedin::4456285379,linkedin,Principal AI Engineer I (Python + AWS) – Advanced English) IRC303058,GlobalLogic,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4456285379,0.2573515117041608,0.24432564,0.0082506991056282,913,1227
1094,opcionempleo::27236,opcionempleo,Software Engineer Ii - B2B,Despegar,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfc6a57a233b27236ae8ea0bcdda2428c,0.2569164419615592,0.24747069,0.0055470377037524,888,1290
1095,getonboard::lider-tecnico-tcit-santiago-d3ec,getonboard,Líder Técnico,,Backend,Chile,Remoto,https://www.getonbrd.com/jobs/lider-tecnico-tcit-santiago-d3ec,0.2568398169024836,0.19454354,0.0464511043670141,1201,477
1096,linkedin::4464406598,linkedin,Desarrollador RPA JR,Agnostic | a cognitive AI company,Python Developer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464406598,0.25622093181350336,0.23804435,0.0124085577664343,950,1108
1097,opcionempleo::03388,opcionempleo,Machine Learning Engineer (Argentina),Hire Feed,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar2e3dc03388b311c754492178e786779c,0.2560854042316706,0.25110877,0.0022159652220219,862,1372
1098,linkedin::4463160153,linkedin,Senior Machine Learning Engineer,Jampp,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463160153,0.2557153228932552,0.24295236,0.0082970182649803,922,1223
1099,getonboard::senior-full-stack-python-ai-llm-engineer-improving-remote,getonboard,Senior Python / AI /LLM in Production Engineer,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-python-ai-llm-engineer-improving-remote,0.2556468367151695,0.24873617,0.0037793375832092,881,1340
1100,linkedin::4452355778,linkedin,Software Engineer,Singular,Python Developer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4452355778,0.2555106788709551,0.25097862,0.0019597048758543,864,1379
1101,linkedin::4453122727,linkedin,Software Engineer,Singular,Desarrollador Backend,Argentina,,https://www.linkedin.com/jobs/view/4453122727,0.25551008091052985,0.25097814,0.0019597048758543,865,1380
1102,getonboard::full-stack-developer-senior-witi-remote,getonboard,Full-Stack Developer Foco Front-end,,Backend,Remoto,Remoto,https://www.getonbrd.com/jobs/full-stack-developer-senior-witi-remote,0.25523646944240186,0.22025652,0.0255601980403495,1056,832
1103,opcionempleo::5275743,opcionempleo,Ingeniero IA (Manager) (Parque Patricios),C\u0026S informatica,Ingeniero de Datos,"Parque Patricios, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar2bda5275743ce4a3d6730d644c3ebfae,0.255176803091265,0.19988656,0.0412841172317643,1175,570
1104,opcionempleo::142084,opcionempleo,Senior Data & Reporting Analyst,GMA Consultores,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara7e84abdf84acc04d142084e87334fb4,0.2549897460061401,0.21400781,0.0302418119342949,1087,757
1105,getonboard::product-manager-insurtech-healthatom-santiago,getonboard,Product Manager Insurtech,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/product-manager-insurtech-healthatom-santiago,0.25473792703311043,0.15455228,0.0760883103415194,1329,114
1106,opcionempleo::jobadar6202fd5a4bac98a280c6422fea8354b4,opcionempleo,"Senior Data Scientist, Security AI for Ecommerce (Buenos Aires)",MercadoLibre,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6202fd5a4bac98a280c6422fea8354b4,0.25447336269956866,0.20480308,0.0370431200359213,1140,641
1107,opcionempleo::00258,opcionempleo,Sr Software Engineer IOS (Buenos Aires),PedidosYa,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb69b9a14eda43dcf00258f0181c15a54,0.2531644135537635,0.2043425,0.0365864987257832,1144,647
1108,opcionempleo::59187,opcionempleo,Data Engineer (Buenos Aires),Talent Connect,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf99c1b8328ec59187b27f8b8b63e7a85,0.2530482916906807,0.18824857,0.0489668336420829,1223,427
1109,opcionempleo::926711,opcionempleo,Senior Datastage Consultant ETL Ingeniero Soporte - Importante Empresa de tecnologia (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar35d0b54f0e4cad7b6184ddb4aa926711,0.25268173131706956,0.20171696,0.0383181802843048,1169,622
1110,linkedin::4445439846,linkedin,Machine Learning Engineer (MLOps),Proofpoint,NLP Engineer,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4445439846,0.252293458741127,0.24532753,0.0043339418997519,903,1331
1111,linkedin::4434895612,linkedin,Desarrollador Web Fullstack,SV Matesur,Desarrollador Full Stack,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4434895612,0.251987170062788,0.20951328,0.0318544920561914,1115,728
1112,getonboard::jefe-experiencia-clientes-bice-vida-santiago,getonboard,Jefe Experiencia Clientes,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/jefe-experiencia-clientes-bice-vida-santiago,0.2518559924337031,0.19647573,0.0418606436028698,1185,559
1113,linkedin::4449946997,linkedin,Analista de Reportes Sr.,MetLife Argentina,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4449946997,0.25130852761789907,0.22965091,0.0158517711655924,1005,1013
1114,getonboard::full-stack-engineer-node-js-react-ai-niuro-remote,getonboard,Full-Stack Engineer — Node.js / React / AI,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/full-stack-engineer-node-js-react-ai-niuro-remote,0.25126792434712425,0.23222841,0.0138322470826902,985,1069
1115,getonboard::desarrollador-fullstack-django-next-js-expressdent-santiago,getonboard,Desarrollador Full-Stack Django + Next.JS,,Backend,Chile,Remoto,https://www.getonbrd.com/jobs/desarrollador-fullstack-django-next-js-expressdent-santiago,0.2512340615466132,0.18727824,0.048590794213179,1230,436
1116,getonboard::developer-full-stack-sr-42labs-santiago,getonboard,Developer Full-Stack Sr,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/developer-full-stack-sr-42labs-santiago,0.2511339583320159,0.19805154,0.04019292652416,1180,600
1117,bumeran::1118373677,bumeran,Analista Programador C / Ideafix – Full remoto,SOLUTIX S.A.,Software Engineer,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-programador-c-ideafix--full-remoto-solutix-s.a.-1118373677.html,0.2507745486720966,0.20221688,0.0367468221922507,1166,643
1118,linkedin::4444474140,linkedin,AI Product Engineer,Koin Limited,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4444474140,0.2506383423375007,0.2404462,0.0070828108381199,939,1260
1119,getonboard::senior-adobe-analytics-implementation-developer-we-built-it-remote,getonboard,Senior Adobe Analytics & Implementation Developer,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-adobe-analytics-implementation-developer-we-built-it-remote,0.25059116455302005,0.24192744,0.0059074195056424,930,1276
1120,opcionempleo::7265739,opcionempleo,"Ai Engineer Ii - Marketing Argentina, Remote",Sezzle,NLP Engineer,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar3af3506aa08e7265739d6957340c012c,0.2495696860016721,0.23908055,0.0074757210142712,945,1252
1121,linkedin::4460114076,linkedin,Data Scientist – Senior,PwC,NLP Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4460114076,0.24899196826027373,0.2440837,0.0032457814240671,914,1352
1122,getonboard::account-manager-de-medios-codeable-lima-dd1d,getonboard,Account Manager de Medios,,Data Analyst,Peru,Híbrido,https://www.getonbrd.com/jobs/account-manager-de-medios-codeable-lima-dd1d,0.24867459808720013,0.1271247,0.0935440894896045,1369,50
1123,getonboard::braze-solutions-lead-zaelot-remote,getonboard,Braze Solutions Lead,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/braze-solutions-lead-zaelot-remote,0.24866295047372247,0.2432156,0.0037131088616036,918,1341
1124,getonboard::senior-software-engineer-unholster-santiago-d463,getonboard,Semi Senior Software Engineer,,Data Scientist,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-software-engineer-unholster-santiago-d463,0.24845176829844925,0.18146656,0.0513594187965139,1258,387
1125,getonboard::senior-data-engineer-databricks-integratz-remote-c63f,getonboard,Senior Data Engineer (Databricks),,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-data-engineer-databricks-integratz-remote-c63f,0.24815844589740396,0.24374266,0.0029919554200289,917,1356
1126,bumeran::1118399613,bumeran,Programador CNC y AutoCAD,MATRICER,Software Engineer,"Llavallol, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/programador-cnc-y-autocad-matricer-1118399613.html,0.24774765450492062,0.22442903,0.0176804698298115,1031,983
1127,getonboard::senior-frontend-engineer-react-niuro-remote,getonboard,Senior Front-end Engineer (React),,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-frontend-engineer-react-niuro-remote,0.24747254789324963,0.24512039,0.0014999441757159,907,1389
1128,getonboard::quality-assurance-qa-lemontech-remote,getonboard,Quality Assurance QA,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/quality-assurance-qa-lemontech-remote,0.24708590905827987,0.16968374,0.0596278789706227,1300,255
1129,linkedin::4453619505,linkedin,Full-Stack AI Engineer (AI Development team),Improvado,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4453619505,0.24699426041978328,0.23634183,0.0079951704035483,962,1231
1130,getonboard::tech-lead-grupo-mariposa-remote-745d,getonboard,Tech Lead,,Backend,Remoto,Remoto,https://www.getonbrd.com/jobs/tech-lead-grupo-mariposa-remote-745d,0.2468290480076279,0.19033629,0.043488714347816,1210,530
1131,linkedin::4454766595,linkedin,Full Stack Engineer,Yochana,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4454766595,0.24650195325600513,0.19769728,0.0375900903312432,1182,632
1132,linkedin::4450382325,linkedin,Senior Backend Engineer (Java),AppHelp by AppDirect,Desarrollador Backend,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450382325,0.2462475145791864,0.23174372,0.0110890910243595,992,1136
1133,opcionempleo::53296283,opcionempleo,"Remote Social Media Analyst – Junior, Data-Driven (Argentina)",Evox,Data Analyst,Argentina,,https://www.opcionempleo.com.ar/jobad/ar38ab8a3a4e9904c53296283e96dc9a49,0.24512845498312083,0.23258159,0.009745752251311,982,1178
1134,getonboard::senior-ios-developer-bci-santiago,getonboard,Senior iOS Developer,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-ios-developer-bci-santiago,0.24512163452161362,0.17321828,0.0556730653585441,1289,316
1135,linkedin::4450840542,linkedin,Senior Data Scientist,SecurityScorecard,Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450840542,0.24493857561565768,0.2321902,0.0099306507678018,987,1172
1136,opcionempleo::72647,opcionempleo,AI FullStack SR,Agnostic,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arff631e032fbd72647a3e4bd01c106eec,0.24491778995189883,0.19879337,0.035758081283636,1178,662
1137,linkedin::4457545292,linkedin,Data Architect (Databricks),Allata,Data Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4457545292,0.24483333938277932,0.23095374,0.0108219825215808,996,1148
1138,opcionempleo::jobadar3221dc5a2eb52bc010c35fef58e95f81,opcionempleo,Senior Php Full-Stack Developer - Rest Apis & React,Werben HR,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3221dc5a2eb52bc010c35fef58e95f81,0.24467897627831495,0.23356189,0.008708087146595,978,1216
1139,opcionempleo::69025,opcionempleo,Forward Deployed Engineer (Argentina),LatamCent,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar93f1f53c1666b6f7ab1b69025ac32db6,0.24465530612864209,0.23500572,0.0075762418904799,971,1246
1140,getonboard::devops-engineer-dynamic-devs-santiago-5e8d,getonboard,DevOps Engineer,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/devops-engineer-dynamic-devs-santiago-5e8d,0.2442221350599888,0.2028906,0.032155834097939,1163,719
1141,linkedin::4448561922,linkedin,Senior ETL Developer,The Ritz-Carlton Yacht Collection,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4448561922,0.24333980068587602,0.22373822,0.0154772550234989,1035,1025
1142,opcionempleo::182684,opcionempleo,Data Quality Assurance Analyst (Buenos Aires),Assurant,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf50b1011d421e182684e64fe3b859d1b,0.24301419439597555,0.23773432,0.004445729866004,954,1327
1143,linkedin::4462485746,linkedin,Senior Software Engineer,Warner Bros. Discovery,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4462485746,0.24293002141165368,0.23789336,0.0042703949700119,953,1332
1144,linkedin::4462148897,linkedin,Python Backend Engineer - Latin America - Remote,Azumo,Software Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4462148897,0.24266597981736357,0.22281042,0.0157766172010543,1041,1015
1145,opcionempleo::93953,opcionempleo,Machine Learning Engineer (Mlops),Proofpoint,Machine Learning Engineer,Córdoba,,https://www.opcionempleo.com.ar/jobad/arc583af858c44cd3e1028eef4d93953fe,0.24250333332502835,0.23802,0.0039073928773664,951,1337
1146,linkedin::4464900530,linkedin,Data Scientist Analyst,"World Business Lenders, LLC",Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464900530,0.24228401996382587,0.23222154,0.0082576563986441,986,1226
1147,linkedin::4464920184,linkedin,Senior Data Analyst,Ryz Labs,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464920184,0.2420132759340537,0.22529963,0.0134452303870499,1025,1077
1148,linkedin::4446531276,linkedin,Ssr. Data Scientist,Monks,Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4446531276,0.24169009523452578,0.22123033,0.0163930679639047,1051,1006
1149,zonajobs::2189190,zonajobs,Data Engineer Senior,IT SM Consulting S.A.,Data Engineer,CABA,Híbrido,https://www.zonajobs.com.ar/empleos/data-engineer-senior-it-sm-consulting-s.a.-2189190.html,0.24128229681396846,0.18585646,0.0435098323801935,1238,528
1150,bumeran::1118425270,bumeran,Data Engineer Senior,ITSM CONSULTING SA,Data Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/data-engineer-senior-itsm-consulting-sa-1118425270.html,0.24128229681396846,0.18585646,0.0435098323801935,1237,529
1151,linkedin::4463614720,linkedin,Sr. Marketing Data Analytics,Jampp,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4463614720,0.2404120610846972,0.22931008,0.0093476844234371,1007,1193
1152,opcionempleo::692476,opcionempleo,Staff Software Engineer: Tech Architect & Aws Lead Santa Fe,Crombie,Software Engineer,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar6d692476d944487902914a334dcd41dc,0.24008571418672237,0.18110391,0.0464438550485576,1260,478
1153,getonboard::junior-data-engineer-grupo-mariposa-remote,getonboard,Junior Data Engineer,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/junior-data-engineer-grupo-mariposa-remote,0.2400399940651914,0.18249284,0.0453407926711921,1255,504
1154,getonboard::ai-implementation-engineer-agendapro-santiago-ee34,getonboard,AI Implementation Engineer,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/ai-implementation-engineer-agendapro-santiago-ee34,0.23937049827361023,0.22345452,0.0132314288589769,1038,1081
1155,opcionempleo::jobadar5ab231e3702d0bae1a0a2dbedf521b3f,opcionempleo,Desarrollador/a Full Stack | IA & Data,,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5ab231e3702d0bae1a0a2dbedf521b3f,0.238794643812676,0.21116969,0.0223789846587278,1107,894
1156,getonboard::senior-qa-engineer-ai-platform-systems-niuro-remote,getonboard,Senior QA Engineer (AI Platform Systems),,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-qa-engineer-ai-platform-systems-niuro-remote,0.2387433836272781,0.23010808,0.0076938266657408,1002,1243
1157,bumeran::1118421641,bumeran,Backend Software Engineer – Java / Python,GVG Consultora,Software Engineer,"Buenos Aires, Buenos Aires",Remoto,https://www.bumeran.com.ar/empleos/backend-software-engineer--java-python-gvg-consultora-1118421641.html,0.23870951353166345,0.18648173,0.0414280816439427,1232,566
1158,getonboard::technical-product-manager-dynamic-devs-santiago-b821,getonboard,Business Analyst (Data),,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/technical-product-manager-dynamic-devs-santiago-b821,0.23837062109131008,0.203029,0.0284143715542577,1159,781
1159,bumeran::1118338178,bumeran,Especialista en Machine Learning,Bumeran Selecta,Machine Learning Engineer,"La Falda, Córdoba",Híbrido,https://www.bumeran.com.ar/empleos/especialista-en-machine-learning-bumeran-selecta-1118338178.html,0.23836361983159043,0.17934379,0.0467361304032349,1274,473
1160,getonboard::cloud-devops-engineer-aws-zerviz-technologies-santiago,getonboard,Cloud DevOps Engineer AWS,,Data Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/cloud-devops-engineer-aws-zerviz-technologies-santiago,0.2374044445103179,0.20844789,0.0236214868990714,1120,866
1161,linkedin::4460733547,linkedin,Senior Backend Software Engineer- Search Ads Core - IT,Mercado Libre,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4460733547,0.23735429711564068,0.191629,0.0366037264674089,1207,646
1162,getonboard::desarrollador-a-full-stack-node-js-bc-tecnologia-remote,getonboard,Desarrollador/a Full-Stack Node.js,,Backend,Remoto,Remoto,https://www.getonbrd.com/jobs/desarrollador-a-full-stack-node-js-bc-tecnologia-remote,0.23687036450892343,0.21225663,0.0203428091284448,1103,925
1163,opcionempleo::jobadar7fc5d579ba621d91a402ec0ff10b9c84,opcionempleo,Desarrollador .Net Backend Semi Sr/Sr - Conocimiento Normativas Bcra,Rocket Stars,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7fc5d579ba621d91a402ec0ff10b9c84,0.2366876108430002,0.21483366,0.0182353590399206,1079,972
1164,opcionempleo::09551,opcionempleo,Senior AI Engineer (Argentina),Yuno,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar0848e2a09551d2648b131570d4c674db,0.23658612778164087,0.22507642,0.0102471323972588,1027,1163
1165,getonboard::agente-de-seguros-comunidadfeliz-remote-db7c,getonboard,Ejecutivo de Ventas Intangibles,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/agente-de-seguros-comunidadfeliz-remote-db7c,0.236443016547193,0.20279421,0.0273988012283619,1164,802
1166,linkedin::4453483103,linkedin,TTT - Data Engineer - EY Global Delivery Services,EY,Data Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4453483103,0.2361568499787106,0.2224812,0.0119885237834885,1044,1121
